year,region,age_group,gender,total_insee,total_students
2024,Hauts-de-France,40-44 ans,Femme,194518,0
2024,Hauts-de-France,40-44 ans,Homme,190633,2
2024,Hauts-de-France,40-44 ans,Non renseigné,0,0
2024,Hauts-de-France,45-49 ans,Femme,183072,0
2024,Hauts-de-France,45-49 ans,Homme,180248,5
2024,Hauts-de-France,45-49 ans,Non renseigné,0,1
2024,Hauts-de-France,50-54 ans,Femme,197643,0
2024,Hauts-de-France,50-54 ans,Homme,195404,3
2024,Hauts-de-France,50-54 ans,Non renseigné,0,1
2024,Hauts-de-France,55-59 ans,Femme,190767,0
2024,Hauts-de-France,55-59 ans,Homme,184923,3
2024,Hauts-de-France,55-59 ans,Non renseigné,0,0
2024,Hauts-de-France,60 ans ou plus,Femme,871036,0
2024,Hauts-de-France,60 ans ou plus,Homme,678088,0
2024,Hauts-de-France,60 ans ou plus,Non renseigné,0,0
2024,Normandie,20-24 ans,Femme,88333,0
2024,Normandie,20-24 ans,Homme,95488,3
2024,Normandie,20-24 ans,Non renseigné,0,0
2024,Normandie,25-29 ans,Femme,86507,0
2024,Normandie,25-29 ans,Homme,87545,2
2024,Normandie,25-29 ans,Non renseigné,0,0
2024,Normandie,30-34 ans,Femme,92971,1
2024,Normandie,30-34 ans,Homme,92519,3
2024,Normandie,30-34 ans,Non renseigné,0,1
2024,Normandie,35-39 ans,Femme,101555,3
2024,Normandie,35-39 ans,Homme,98730,2
2024,Normandie,35-39 ans,Non renseigné,0,2
2024,Normandie,40-44 ans,Femme,103530,1
2024,Normandie,40-44 ans,Homme,100620,2
2024,Normandie,40-44 ans,Non renseigné,0,0
2024,Normandie,45-49 ans,Femme,97518,1
2024,Normandie,45-49 ans,Homme,95117,0
2024,Normandie,45-49 ans,Non renseigné,0,1
2024,Normandie,50-54 ans,Femme,110853,1
2024,Normandie,50-54 ans,Homme,108524,1
2024,Normandie,50-54 ans,Non renseigné,0,0
2024,Normandie,55-59 ans,Femme,111213,0
2024,Normandie,55-59 ans,Homme,106024,0
2024,Normandie,55-59 ans,Non renseigné,0,0
2024,Normandie,60 ans ou plus,Femme,556982,0
2024,Normandie,60 ans ou plus,Homme,440775,0
2024,Normandie,60 ans ou plus,Non renseigné,0,0
2024,Nouvelle-Aquitaine,20-24 ans,Femme,154708,2
2024,Nouvelle-Aquitaine,20-24 ans,Homme,167150,3
2024,Nouvelle-Aquitaine,20-24 ans,Non renseigné,0,0
2024,Nouvelle-Aquitaine,25-29 ans,Femme,152099,3
2024,Nouvelle-Aquitaine,25-29 ans,Homme,153734,13
2024,Nouvelle-Aquitaine,25-29 ans,Non renseigné,0,0
2024,Nouvelle-Aquitaine,30-34 ans,Femme,168301,3
2024,Nouvelle-Aquitaine,30-34 ans,Homme,164004,11
2024,Nouvelle-Aquitaine,30-34 ans,Non renseigné,0,0
2024,Nouvelle-Aquitaine,35-39 ans,Femme,183666,4
2024,Nouvelle-Aquitaine,35-39 ans,Homme,176676,5
2024,Nouvelle-Aquitaine,35-39 ans,Non renseigné,0,2
2024,Nouvelle-Aquitaine,40-44 ans,Femme,193950,4
2024,Nouvelle-Aquitaine,40-44 ans,Homme,185604,3
2024,Nouvelle-Aquitaine,40-44 ans,Non renseigné,0,0
2024,Nouvelle-Aquitaine,45-49 ans,Femme,187998,0
2024,Nouvelle-Aquitaine,45-49 ans,Homme,181980,2
2024,Nouvelle-Aquitaine,45-49 ans,Non renseigné,0,1
2024,Nouvelle-Aquitaine,50-54 ans,Femme,214332,2
2024,Nouvelle-Aquitaine,50-54 ans,Homme,206914,5
2024,Nouvelle-Aquitaine,50-54 ans,Non renseigné,0,0
2024,Nouvelle-Aquitaine,55-59 ans,Femme,213500,1
2024,Nouvelle-Aquitaine,55-59 ans,Homme,201878,1
2024,Nouvelle-Aquitaine,55-59 ans,Non renseigné,0,0
2024,Nouvelle-Aquitaine,60 ans ou plus,Femme,1097037,0
2024,Nouvelle-Aquitaine,60 ans ou plus,Homme,881629,0
2024,Nouvelle-Aquitaine,60 ans ou plus,Non renseigné,0,0
2024,Occitanie,20-24 ans,Femme,168591,0
2024,Occitanie,20-24 ans,Homme,177783,3
2024,Occitanie,20-24 ans,Non renseigné,0,0
2024,Occitanie,25-29 ans,Femme,163043,2
2024,Occitanie,25-29 ans,Homme,164730,7
2024,Occitanie,25-29 ans,Non renseigné,0,3
2024,Occitanie,30-34 ans,Femme,175509,6
2024,Occitanie,30-34 ans,Homme,171554,11
2024,Occitanie,30-34 ans,Non renseigné,0,1
2024,Occitanie,35-39 ans,Femme,187446,3
2024,Occitanie,35-39 ans,Homme,178331,5
2024,Occitanie,35-39 ans,Non renseigné,0,1
2024,Occitanie,40-44 ans,Femme,195936,3
2024,Occitanie,40-44 ans,Homme,185590,4
2024,Occitanie,40-44 ans,Non renseigné,0,1
2024,Occitanie,45-49 ans,Femme,186761,0
2024,Occitanie,45-49 ans,Homme,180337,2
2024,Occitanie,45-49 ans,Non renseigné,0,0
2024,Occitanie,50-54 ans,Femme,209112,1
2024,Occitanie,50-54 ans,Homme,200718,2
2024,Occitanie,50-54 ans,Non renseigné,0,0
2024,Occitanie,55-59 ans,Femme,209325,0
2024,Occitanie,55-59 ans,Homme,197840,1
2024,Occitanie,55-59 ans,Non renseigné,0,0
2024,Occitanie,60 ans ou plus,Femme,1032706,0
2024,Occitanie,60 ans ou plus,Homme,840808,0
2024,Occitanie,60 ans ou plus,Non renseigné,0,0
2024,Pays de la Loire,20-24 ans,Femme,107083,0
2024,Pays de la Loire,20-24 ans,Homme,115871,1
2024,Pays de la Loire,20-24 ans,Non renseigné,0,0
2024,Pays de la Loire,25-29 ans,Femme,103048,1
2024,Pays de la Loire,25-29 ans,Homme,105648,4
2024,Pays de la Loire,25-29 ans,Non renseigné,0,3
2024,Pays de la Loire,30-34 ans,Femme,110656,4
2024,Pays de la Loire,30-34 ans,Homme,111504,3
2024,Pays de la Loire,30-34 ans,Non renseigné,0,1
2024,Pays de la Loire,35-39 ans,Femme,120118,0
2024,Pays de la Loire,35-39 ans,Homme,117596,1
2024,Pays de la Loire,35-39 ans,Non renseigné,0,1
2024,Pays de la Loire,40-44 ans,Femme,126263,2
2024,Pays de la Loire,40-44 ans,Homme,124062,2
2024,Pays de la Loire,40-44 ans,Non renseigné,0,0
2024,Pays de la Loire,45-49 ans,Femme,119912,0
2024,Pays de la Loire,45-49 ans,Homme,120524,1
2024,Pays de la Loire,45-49 ans,Non renseigné,0,0
2024,Pays de la Loire,50-54 ans,Femme,129805,1
2024,Pays de la Loire,50-54 ans,Homme,130086,0
2024,Pays de la Loire,50-54 ans,Non renseigné,0,0
2024,Pays de la Loire,55-59 ans,Femme,123456,1
2024,Pays de la Loire,55-59 ans,Homme,121107,1
2024,Pays de la Loire,55-59 ans,Non renseigné,0,0
2024,Pays de la Loire,60 ans ou plus,Femme,613439,0
2024,Pays de la Loire,60 ans ou plus,Homme,494155,0
2024,Pays de la Loire,60 ans ou plus,Non renseigné,0,0
2024,Provence-Alpes-Côte d'Azur,20-24 ans,Femme,132925,0
2024,Provence-Alpes-Côte d'Azur,20-24 ans,Homme,139432,0
2024,Provence-Alpes-Côte d'Azur,20-24 ans,Non renseigné,0,0
2024,Provence-Alpes-Côte d'Azur,25-29 ans,Femme,135599,7
2024,Provence-Alpes-Côte d'Azur,25-29 ans,Homme,133845,3
2024,Provence-Alpes-Côte d'Azur,25-29 ans,Non renseigné,0,1
2024,Provence-Alpes-Côte d'Azur,30-34 ans,Femme,152482,1
2024,Provence-Alpes-Côte d'Azur,30-34 ans,Homme,142919,9
2024,Provence-Alpes-Côte d'Azur,30-34 ans,Non renseigné,0,1
2024,Provence-Alpes-Côte d'Azur,35-39 ans,Femme,163415,1
2024,Provence-Alpes-Côte d'Azur,35-39 ans,Homme,151759,9
2024,Provence-Alpes-Côte d'Azur,35-39 ans,Non renseigné,0,2
2024,Provence-Alpes-Côte d'Azur,40-44 ans,Femme,167875,2
2024,Provence-Alpes-Côte d'Azur,40-44 ans,Homme,156917,2
2024,Provence-Alpes-Côte d'Azur,40-44 ans,Non renseigné,0,0
2024,Provence-Alpes-Côte d'Azur,45-49 ans,Femme,159306,2
2024,Provence-Alpes-Côte d'Azur,45-49 ans,Homme,152441,3
2024,Provence-Alpes-Côte d'Azur,45-49 ans,Non renseigné,0,0
2024,Provence-Alpes-Côte d'Azur,50-54 ans,Femme,178005,1
2024,Provence-Alpes-Côte d'Azur,50-54 ans,Homme,168554,3
2024,Provence-Alpes-Côte d'Azur,50-54 ans,Non renseigné,0,0
2024,Provence-Alpes-Côte d'Azur,55-59 ans,Femme,183582,1
2024,Provence-Alpes-Côte d'Azur,55-59 ans,Homme,168575,2
2024,Provence-Alpes-Côte d'Azur,55-59 ans,Non renseigné,0,0
2024,Provence-Alpes-Côte d'Azur,60 ans ou plus,Femme,904351,0
2024,Provence-Alpes-Côte d'Azur,60 ans ou plus,Homme,709964,0
2024,Provence-Alpes-Côte d'Azur,60 ans ou plus,Non renseigné,0,0
2024,Île-de-France,20-24 ans,Femme,427035,4
2024,Île-de-France,20-24 ans,Homme,415708,12
2024,Île-de-France,20-24 ans,Non renseigné,0,0
2024,Île-de-France,25-29 ans,Femme,443743,33
2024,Île-de-France,25-29 ans,Homme,423707,57
2024,Île-de-France,25-29 ans,Non renseigné,0,2
2024,Île-de-France,30-34 ans,Femme,459192,30
2024,Île-de-France,30-34 ans,Homme,435474,39
2024,Île-de-France,30-34 ans,Non renseigné,0,10
2024,Île-de-France,35-39 ans,Femme,455079,21
2024,Île-de-France,35-39 ans,Homme,424579,35
2024,Île-de-France,35-39 ans,Non renseigné,0,11
2024,Île-de-France,40-44 ans,Femme,439141,8
2024,Île-de-France,40-44 ans,Homme,412624,25
2024,Île-de-France,40-44 ans,Non renseigné,0,8
2024,Île-de-France,45-49 ans,Femme,406382,10
2024,Île-de-France,45-49 ans,Homme,401052,16
2024,Île-de-France,45-49 ans,Non renseigné,0,1
2024,Île-de-France,50-54 ans,Femme,408392,2
2024,Île-de-France,50-54 ans,Homme,399422,10
2024,Île-de-France,50-54 ans,Non renseigné,0,3
2024,Île-de-France,55-59 ans,Femme,387164,1
2024,Île-de-France,55-59 ans,Homme,367112,2
2024,Île-de-France,55-59 ans,Non renseigné,0,4
2024,Île-de-France,60 ans ou plus,Femme,1492141,0
2024,Île-de-France,60 ans ou plus,Homme,1180487,1
2024,Île-de-France,60 ans ou plus,Non renseigné,0,0
2025,Auvergne-Rhône-Alpes,20-24 ans,Femme,229471,3
2025,Auvergne-Rhône-Alpes,20-24 ans,Homme,243068,9
2025,Auvergne-Rhône-Alpes,20-24 ans,Non renseigné,0,1
2025,Auvergne-Rhône-Alpes,25-29 ans,Femme,231531,5
2025,Auvergne-Rhône-Alpes,25-29 ans,Homme,235447,18
2025,Auvergne-Rhône-Alpes,25-29 ans,Non renseigné,0,0
2025,Auvergne-Rhône-Alpes,30-34 ans,Femme,250779,4
2025,Auvergne-Rhône-Alpes,30-34 ans,Homme,249204,16
2025,Auvergne-Rhône-Alpes,30-34 ans,Non renseigné,0,2
2025,Auvergne-Rhône-Alpes,35-39 ans,Femme,269068,4
2025,Auvergne-Rhône-Alpes,35-39 ans,Homme,259958,6
2025,Auvergne-Rhône-Alpes,35-39 ans,Non renseigné,0,0
2025,Auvergne-Rhône-Alpes,40-44 ans,Femme,274129,2
2025,Auvergne-Rhône-Alpes,40-44 ans,Homme,262980,11
2025,Auvergne-Rhône-Alpes,40-44 ans,Non renseigné,0,1
2025,Auvergne-Rhône-Alpes,45-49 ans,Femme,251756,1
2025,Auvergne-Rhône-Alpes,45-49 ans,Homme,247438,2
2025,Auvergne-Rhône-Alpes,45-49 ans,Non renseigné,0,0
2025,Auvergne-Rhône-Alpes,50-54 ans,Femme,272818,2
2025,Auvergne-Rhône-Alpes,50-54 ans,Homme,272223,1
2025,Auvergne-Rhône-Alpes,50-54 ans,Non renseigné,0,0
2025,Auvergne-Rhône-Alpes,55-59 ans,Femme,266580,2
2025,Auvergne-Rhône-Alpes,55-59 ans,Homme,261726,1
2025,Auvergne-Rhône-Alpes,55-59 ans,Non renseigné,0,0
2025,Auvergne-Rhône-Alpes,60 ans ou plus,Femme,1248519,0
2025,Auvergne-Rhône-Alpes,60 ans ou plus,Homme,1015863,2
2025,Auvergne-Rhône-Alpes,60 ans ou plus,Non renseigné,0,0
2025,Bourgogne-Franche-Comté,20-24 ans,Femme,69717,0
2025,Bourgogne-Franche-Comté,20-24 ans,Homme,78498,4
2025,Bourgogne-Franche-Comté,20-24 ans,Non renseigné,0,0
2025,Bourgogne-Franche-Comté,25-29 ans,Femme,69372,1
2025,Bourgogne-Franche-Comté,25-29 ans,Homme,73734,2
2025,Bourgogne-Franche-Comté,25-29 ans,Non renseigné,0,0
2025,Bourgogne-Franche-Comté,30-34 ans,Femme,73041,2
2025,Bourgogne-Franche-Comté,30-34 ans,Homme,74506,4
2025,Bourgogne-Franche-Comté,30-34 ans,Non renseigné,0,0
2025,Bourgogne-Franche-Comté,35-39 ans,Femme,82046,2
2025,Bourgogne-Franche-Comté,35-39 ans,Homme,79640,1
2025,Bourgogne-Franche-Comté,35-39 ans,Non renseigné,0,0
2025,Bourgogne-Franche-Comté,40-44 ans,Femme,84835,0
2025,Bourgogne-Franche-Comté,40-44 ans,Homme,84049,0
2025,Bourgogne-Franche-Comté,40-44 ans,Non renseigné,0,0
2025,Bourgogne-Franche-Comté,45-49 ans,Femme,80679,1
2025,Bourgogne-Franche-Comté,45-49 ans,Homme,79969,1
2025,Bourgogne-Franche-Comté,45-49 ans,Non renseigné,0,0
2025,Bourgogne-Franche-Comté,50-54 ans,Femme,93315,0
2025,Bourgogne-Franche-Comté,50-54 ans,Homme,91657,0
2025,Bourgogne-Franche-Comté,50-54 ans,Non renseigné,0,0
2025,Bourgogne-Franche-Comté,55-59 ans,Femme,94606,0
2025,Bourgogne-Franche-Comté,55-59 ans,Homme,93347,1
2025,Bourgogne-Franche-Comté,55-59 ans,Non renseigné,0,0
2025,Bourgogne-Franche-Comté,60 ans ou plus,Femme,485529,0
2025,Bourgogne-Franche-Comté,60 ans ou plus,Homme,397082,0
2025,Bourgogne-Franche-Comté,60 ans ou plus,Non renseigné,0,0
2025,Bretagne,20-24 ans,Femme,89553,0
2025,Bretagne,20-24 ans,Homme,97837,3
2025,Bretagne,20-24 ans,Non renseigné,0,0
2025,Bretagne,25-29 ans,Femme,86667,0
2025,Bretagne,25-29 ans,Homme,91559,3
2025,Bretagne,25-29 ans,Non renseigné,0,0
2025,Bretagne,30-34 ans,Femme,92821,4
2025,Bretagne,30-34 ans,Homme,93638,4
2025,Bretagne,30-34 ans,Non renseigné,0,0
2025,Bretagne,35-39 ans,Femme,102090,0
2025,Bretagne,35-39 ans,Homme,100783,4
2025,Bretagne,35-39 ans,Non renseigné,0,0
2025,Bretagne,40-44 ans,Femme,107887,1
2025,Bretagne,40-44 ans,Homme,105656,4
2025,Bretagne,40-44 ans,Non renseigné,0,0
2025,Bretagne,45-49 ans,Femme,102788,3
2025,Bretagne,45-49 ans,Homme,102495,0
2025,Bretagne,45-49 ans,Non renseigné,0,0
2025,Bretagne,50-54 ans,Femme,116664,0
2025,Bretagne,50-54 ans,Homme,117257,1
2025,Bretagne,50-54 ans,Non renseigné,0,0
2025,Bretagne,55-59 ans,Femme,115175,0
2025,Bretagne,55-59 ans,Homme,111552,1
2025,Bretagne,55-59 ans,Non renseigné,0,0
2025,Bretagne,60 ans ou plus,Femme,597567,1
2025,Bretagne,60 ans ou plus,Homme,481196,0
2025,Bretagne,60 ans ou plus,Non renseigné,0,1
2025,Centre-Val de Loire,20-24 ans,Femme,63918,0
2025,Centre-Val de Loire,20-24 ans,Homme,69952,0
2025,Centre-Val de Loire,20-24 ans,Non renseigné,0,0
2025,Centre-Val de Loire,25-29 ans,Femme,65000,3
2025,Centre-Val de Loire,25-29 ans,Homme,66381,6
2025,Centre-Val de Loire,25-29 ans,Non renseigné,0,0
2025,Centre-Val de Loire,30-34 ans,Femme,69792,3
2025,Centre-Val de Loire,30-34 ans,Homme,68087,2
2025,Centre-Val de Loire,30-34 ans,Non renseigné,0,0
2025,Centre-Val de Loire,35-39 ans,Femme,77328,1
2025,Centre-Val de Loire,35-39 ans,Homme,73969,7
2025,Centre-Val de Loire,35-39 ans,Non renseigné,0,0
2025,Centre-Val de Loire,40-44 ans,Femme,79739,2
2025,Centre-Val de Loire,40-44 ans,Homme,76229,3
2025,Centre-Val de Loire,40-44 ans,Non renseigné,0,0
2025,Centre-Val de Loire,45-49 ans,Femme,75728,2
2025,Centre-Val de Loire,45-49 ans,Homme,73979,2
2025,Centre-Val de Loire,45-49 ans,Non renseigné,0,0
2025,Centre-Val de Loire,50-54 ans,Femme,87594,1
2025,Centre-Val de Loire,50-54 ans,Homme,85331,1
2025,Centre-Val de Loire,50-54 ans,Non renseigné,0,0
2025,Centre-Val de Loire,55-59 ans,Femme,87508,0
2025,Centre-Val de Loire,55-59 ans,Homme,84268,0
2025,Centre-Val de Loire,55-59 ans,Non renseigné,0,0
2025,Centre-Val de Loire,60 ans ou plus,Femme,437459,0
2025,Centre-Val de Loire,60 ans ou plus,Homme,355150,2
2025,Centre-Val de Loire,60 ans ou plus,Non renseigné,0,0
2025,Corse,20-24 ans,Femme,8457,0
2025,Corse,20-24 ans,Homme,8377,0
2025,Corse,20-24 ans,Non renseigné,0,0
2025,Corse,25-29 ans,Femme,8846,0
2025,Corse,25-29 ans,Homme,8383,0
2025,Corse,25-29 ans,Non renseigné,0,0
2025,Corse,30-34 ans,Femme,10633,0
2025,Corse,30-34 ans,Homme,10101,0
2025,Corse,30-34 ans,Non renseigné,0,0
2025,Corse,35-39 ans,Femme,11694,0
2025,Corse,35-39 ans,Homme,10998,0
2025,Corse,35-39 ans,Non renseigné,0,0
2025,Corse,40-44 ans,Femme,12598,0
2025,Corse,40-44 ans,Homme,11769,0
2025,Corse,40-44 ans,Non renseigné,0,0
2025,Corse,45-49 ans,Femme,11706,0
2025,Corse,45-49 ans,Homme,11149,0
2025,Corse,45-49 ans,Non renseigné,0,0
2025,Corse,50-54 ans,Femme,12442,0
2025,Corse,50-54 ans,Homme,12118,0
2025,Corse,50-54 ans,Non renseigné,0,0
2025,Corse,55-59 ans,Femme,12280,0
2025,Corse,55-59 ans,Homme,12077,0
2025,Corse,55-59 ans,Non renseigné,0,0
2025,Corse,60 ans ou plus,Femme,62269,0
2025,Corse,60 ans ou plus,Homme,53186,0
2025,Corse,60 ans ou plus,Non renseigné,0,0
2025,DROM,20-24 ans,Femme,64498,0
2025,DROM,20-24 ans,Homme,58887,0
2025,DROM,20-24 ans,Non renseigné,0,0
2025,DROM,25-29 ans,Femme,64511,0
2025,DROM,25-29 ans,Homme,51544,2
2025,DROM,25-29 ans,Non renseigné,0,1
2025,DROM,30-34 ans,Femme,74085,1
2025,DROM,30-34 ans,Homme,56399,3
2025,DROM,30-34 ans,Non renseigné,0,0
2025,DROM,35-39 ans,Femme,76270,0
2025,DROM,35-39 ans,Homme,59506,2
2025,DROM,35-39 ans,Non renseigné,0,1
2025,DROM,40-44 ans,Femme,75044,1
2025,DROM,40-44 ans,Homme,59234,3
2025,DROM,40-44 ans,Non renseigné,0,0
2025,DROM,45-49 ans,Femme,69912,1
2025,DROM,45-49 ans,Homme,59182,0
2025,DROM,45-49 ans,Non renseigné,0,0
2025,DROM,50-54 ans,Femme,75277,0
2025,DROM,50-54 ans,Homme,65339,0
2025,DROM,50-54 ans,Non renseigné,0,0
2025,DROM,55-59 ans,Femme,77418,0
2025,DROM,55-59 ans,Homme,70273,0
2025,DROM,55-59 ans,Non renseigné,0,0
2025,DROM,60 ans ou plus,Femme,269975,0
2025,DROM,60 ans ou plus,Homme,226474,1
2025,DROM,60 ans ou plus,Non renseigné,0,0
2025,Grand Est,20-24 ans,Femme,152953,0
2025,Grand Est,20-24 ans,Homme,165443,3
2025,Grand Est,20-24 ans,Non renseigné,0,1
2025,Grand Est,25-29 ans,Femme,151291,2
2025,Grand Est,25-29 ans,Homme,158544,7
2025,Grand Est,25-29 ans,Non renseigné,0,0
2025,Grand Est,30-34 ans,Femme,161238,4
2025,Grand Est,30-34 ans,Homme,161770,6
2025,Grand Est,30-34 ans,Non renseigné,0,1
2025,Grand Est,35-39 ans,Femme,176033,4
2025,Grand Est,35-39 ans,Homme,171373,10
2025,Grand Est,35-39 ans,Non renseigné,0,1
2025,Grand Est,40-44 ans,Femme,178994,1
2025,Grand Est,40-44 ans,Homme,174132,2
2025,Grand Est,40-44 ans,Non renseigné,0,0
2025,Grand Est,45-49 ans,Femme,164660,0
2025,Grand Est,45-49 ans,Homme,164164,2
2025,Grand Est,45-49 ans,Non renseigné,0,1
2025,Grand Est,50-54 ans,Femme,185202,1
2025,Grand Est,50-54 ans,Homme,181982,3
2025,Grand Est,50-54 ans,Non renseigné,0,2
2025,Grand Est,55-59 ans,Femme,187497,1
2025,Grand Est,55-59 ans,Homme,182488,1
2025,Grand Est,55-59 ans,Non renseigné,0,1
2025,Grand Est,60 ans ou plus,Femme,885198,0
2025,Grand Est,60 ans ou plus,Homme,722908,0
2025,Grand Est,60 ans ou plus,Non renseigné,0,0
2025,Hauts-de-France,20-24 ans,Femme,180304,1
2025,Hauts-de-France,20-24 ans,Homme,186607,3
2025,Hauts-de-France,20-24 ans,Non renseigné,0,0
2025,Hauts-de-France,25-29 ans,Femme,170004,2
2025,Hauts-de-France,25-29 ans,Homme,168759,11
2025,Hauts-de-France,25-29 ans,Non renseigné,0,0
2025,Hauts-de-France,30-34 ans,Femme,175804,2
2025,Hauts-de-France,30-34 ans,Homme,171899,12
2025,Hauts-de-France,30-34 ans,Non renseigné,0,3
2025,Hauts-de-France,35-39 ans,Femme,193135,1
2025,Hauts-de-France,35-39 ans,Homme,187990,10
2025,Hauts-de-France,35-39 ans,Non renseigné,0,0
2025,Hauts-de-France,40-44 ans,Femme,195192,2
2025,Hauts-de-France,40-44 ans,Homme,190945,4
2025,Hauts-de-France,40-44 ans,Non renseigné,0,0
2025,Hauts-de-France,45-49 ans,Femme,181398,0
2025,Hauts-de-France,45-49 ans,Homme,177828,4
2025,Hauts-de-France,45-49 ans,Non renseigné,0,0
2025,Hauts-de-France,50-54 ans,Femme,196962,0
2025,Hauts-de-France,50-54 ans,Homme,195138,2
2025,Hauts-de-France,50-54 ans,Non renseigné,0,1
2025,Hauts-de-France,55-59 ans,Femme,189025,2
2025,Hauts-de-France,55-59 ans,Homme,183544,0
2025,Hauts-de-France,55-59 ans,Non renseigné,0,0
2025,Hauts-de-France,60 ans ou plus,Femme,881251,0
2025,Hauts-de-France,60 ans ou plus,Homme,689429,0
2025,Hauts-de-France,60 ans ou plus,Non renseigné,0,0
2025,Normandie,20-24 ans,Femme,88416,0
2025,Normandie,20-24 ans,Homme,95762,0
2025,Normandie,20-24 ans,Non renseigné,0,0
2025,Normandie,25-29 ans,Femme,86690,0
2025,Normandie,25-29 ans,Homme,88363,2
2025,Normandie,25-29 ans,Non renseigné,0,0
2025,Normandie,30-34 ans,Femme,91958,0
2025,Normandie,30-34 ans,Homme,92033,4
2025,Normandie,30-34 ans,Non renseigné,0,1
2025,Normandie,35-39 ans,Femme,101139,0
2025,Normandie,35-39 ans,Homme,99446,2
2025,Normandie,35-39 ans,Non renseigné,0,1
2025,Normandie,40-44 ans,Femme,104630,0
2025,Normandie,40-44 ans,Homme,100495,6
2025,Normandie,40-44 ans,Non renseigné,0,0
2025,Normandie,45-49 ans,Femme,96361,0
2025,Normandie,45-49 ans,Homme,94461,0
2025,Normandie,45-49 ans,Non renseigné,0,1
2025,Normandie,50-54 ans,Femme,109319,2
2025,Normandie,50-54 ans,Homme,107029,2
2025,Normandie,50-54 ans,Non renseigné,0,0
2025,Normandie,55-59 ans,Femme,110493,1
2025,Normandie,55-59 ans,Homme,105580,0
2025,Normandie,55-59 ans,Non renseigné,0,0
2025,Normandie,60 ans ou plus,Femme,563376,0
2025,Normandie,60 ans ou plus,Homme,446846,0
2025,Normandie,60 ans ou plus,Non renseigné,0,0
2025,Nouvelle-Aquitaine,20-24 ans,Femme,154879,0
2025,Nouvelle-Aquitaine,20-24 ans,Homme,167548,6
2025,Nouvelle-Aquitaine,20-24 ans,Non renseigné,0,0
2025,Nouvelle-Aquitaine,25-29 ans,Femme,153330,0
2025,Nouvelle-Aquitaine,25-29 ans,Homme,156062,6
2025,Nouvelle-Aquitaine,25-29 ans,Non renseigné,0,2
2025,Nouvelle-Aquitaine,30-34 ans,Femme,167873,5
2025,Nouvelle-Aquitaine,30-34 ans,Homme,164152,7
2025,Nouvelle-Aquitaine,30-34 ans,Non renseigné,0,0
2025,Nouvelle-Aquitaine,35-39 ans,Femme,184929,2
2025,Nouvelle-Aquitaine,35-39 ans,Homme,178959,5
2025,Nouvelle-Aquitaine,35-39 ans,Non renseigné,0,1
2025,Nouvelle-Aquitaine,40-44 ans,Femme,194897,4
2025,Nouvelle-Aquitaine,40-44 ans,Homme,186005,1
2025,Nouvelle-Aquitaine,40-44 ans,Non renseigné,0,0
2025,Nouvelle-Aquitaine,45-49 ans,Femme,187375,0
2025,Nouvelle-Aquitaine,45-49 ans,Homme,180710,3
2025,Nouvelle-Aquitaine,45-49 ans,Non renseigné,0,1
2025,Nouvelle-Aquitaine,50-54 ans,Femme,213480,2
2025,Nouvelle-Aquitaine,50-54 ans,Homme,205818,1
2025,Nouvelle-Aquitaine,50-54 ans,Non renseigné,0,0
2025,Nouvelle-Aquitaine,55-59 ans,Femme,212230,1
2025,Nouvelle-Aquitaine,55-59 ans,Homme,201904,3
2025,Nouvelle-Aquitaine,55-59 ans,Non renseigné,0,0
2025,Nouvelle-Aquitaine,60 ans ou plus,Femme,1111750,0
2025,Nouvelle-Aquitaine,60 ans ou plus,Homme,895959,0
2025,Nouvelle-Aquitaine,60 ans ou plus,Non renseigné,0,1
2025,Occitanie,20-24 ans,Femme,169997,1
2025,Occitanie,20-24 ans,Homme,179965,6
2025,Occitanie,20-24 ans,Non renseigné,0,0
2025,Occitanie,25-29 ans,Femme,164543,6
2025,Occitanie,25-29 ans,Homme,167524,12
2025,Occitanie,25-29 ans,Non renseigné,0,0
2025,Occitanie,30-34 ans,Femme,176222,4
2025,Occitanie,30-34 ans,Homme,171837,7
2025,Occitanie,30-34 ans,Non renseigné,0,1
2025,Occitanie,35-39 ans,Femme,188441,3
2025,Occitanie,35-39 ans,Homme,180495,9
2025,Occitanie,35-39 ans,Non renseigné,0,0
2025,Occitanie,40-44 ans,Femme,196937,2
2025,Occitanie,40-44 ans,Homme,185901,2
2025,Occitanie,40-44 ans,Non renseigné,0,0
2025,Occitanie,45-49 ans,Femme,187634,3
2025,Occitanie,45-49 ans,Homme,180443,5
2025,Occitanie,45-49 ans,Non renseigné,0,1
2025,Occitanie,50-54 ans,Femme,207751,2
2025,Occitanie,50-54 ans,Homme,199338,1
2025,Occitanie,50-54 ans,Non renseigné,0,0
2025,Occitanie,55-59 ans,Femme,208733,0
2025,Occitanie,55-59 ans,Homme,197637,4
2025,Occitanie,55-59 ans,Non renseigné,0,0
2025,Occitanie,60 ans ou plus,Femme,1049847,0
2025,Occitanie,60 ans ou plus,Homme,857509,0
2025,Occitanie,60 ans ou plus,Non renseigné,0,0
2025,Pays de la Loire,20-24 ans,Femme,107660,0
2025,Pays de la Loire,20-24 ans,Homme,117003,1
2025,Pays de la Loire,20-24 ans,Non renseigné,0,0
2025,Pays de la Loire,25-29 ans,Femme,104230,1
2025,Pays de la Loire,25-29 ans,Homme,108301,3
2025,Pays de la Loire,25-29 ans,Non renseigné,0,0
2025,Pays de la Loire,30-34 ans,Femme,110380,2
